"","subj_numeric"
"4828",970
"4829",970
"4830",970
"4831",970
"4832",971
"4833",971
"4834",971
"4835",971
"4836",971
"4837",972
"4838",972
"4839",972
"4840",972
"4841",972
"4842",973
"4843",973
"4844",973
"4845",973
"4846",973
"4847",974
"4848",974
"4849",974
"4850",974
"4851",974
"4852",975
"4853",975
"4854",975
"4855",975
"4856",975
"4857",976
"4858",976
"4859",976
"4860",976
"4861",976
"4862",977
"4863",977
"4864",977
"4865",977
"4866",977
"4867",978
"4868",978
"4869",978
"4870",978
"4871",978
"4872",979
"4873",979
"4874",979
"4875",979
"4876",979
"4877",980
"4878",980
"4879",980
"4880",980
"4881",980
"4882",981
"4883",981
"4884",981
"4885",981
"4886",981
"4887",982
"4888",982
"4889",982
"4890",982
"4891",982
"4892",983
"4893",983
"4894",983
"4895",983
"4896",983
"4897",984
"4898",984
"4899",984
"4900",984
"4901",984
"4902",985
"4903",985
"4904",985
"4905",985
"4906",985
"4907",986
"4908",986
"4909",986
"4910",986
"4911",986
"4912",987
"4913",987
"4914",987
"4915",987
"4916",987
"4917",988
"4918",988
"4919",988
"4920",988
"4921",988
"4922",989
"4923",989
"4924",989
"4925",989
"4926",989
"4927",990
"4928",990
"4929",990
"4930",990
"4931",990
"4932",991
"4933",991
"4934",991
"4935",991
"4936",991
"4937",992
"4938",992
"4939",992
"4940",992
"4941",992
"4942",993
"4943",993
"4944",993
"4945",993
"4946",993
"4947",994
"4948",994
"4949",994
"4950",994
"4951",994
"4952",995
"4953",995
"4954",995
"4955",995
"4956",995
"4957",996
"4958",996
"4959",996
"4960",996
"4961",996
"4962",997
"4963",997
"4964",997
"4965",997
"4966",997
"4967",998
"4968",998
"4969",998
"4970",998
"4971",998
"4972",999
"4973",999
"4974",999
"4975",999
"4976",999
