subject,rating,trial_ind,green_prob,blue_prob,rt,stamp,,,,,,
490,6,0,2,9,37669,9/15/17 13:41,,,,,,
490,6,1,1,2,17237,9/15/17 13:41,,,,,,
490,5,2,6,6,14307,9/15/17 13:41,,,,,,
490,6,3,4,10,15803,9/15/17 13:42,,,,,,
490,4,4,9,8,8854,9/15/17 13:42,,,,,,
491,2,0,6,6,14778,9/15/17 16:17,,,,,,
491,5,1,3,5,5362,9/15/17 16:17,,,,,,
491,6,2,5,9,3606,9/15/17 16:17,,,,,,
491,3,3,1,7,3579,9/15/17 16:17,,,,,,
491,4,4,9,10,6500,9/15/17 16:17,,,,,,
492,0,0,2,7,27808,9/15/17 17:03,,,,,,
492,0,1,10,2,16076,9/15/17 17:03,,,,,,
492,0,2,3,9,7464,9/15/17 17:03,,,,,,
492,8,3,4,10,10295,9/15/17 17:03,,,,,,
492,0,4,8,5,5801,9/15/17 17:04,,,,,,
493,4,0,4,5,4047,9/15/17 16:15,,,,,,
493,2,1,3,1,4321,9/15/17 16:15,,,,,,
493,4,2,7,7,1978,9/15/17 16:15,,,,,,
493,7,3,10,2,1371,9/15/17 16:15,,,,,,
493,2,4,5,10,1103,9/15/17 16:15,,,,,,
494,0,0,10,1,36959,9/15/17 14:10,,,,,,
494,5,1,6,5,25284,9/15/17 14:11,,,,,,
494,2,2,9,7,14989,9/15/17 14:11,,,,,,
494,4,3,3,4,13351,9/15/17 14:11,,,,,,
494,8,4,8,10,10615,9/15/17 14:11,,,,,,
495,3,0,2,1,56976,9/15/17 15:17,,,,,,
495,7,1,1,9,25609,9/15/17 15:17,,,,,,
495,4,2,4,4,49697,9/15/17 15:18,,,,,,
495,1,3,7,2,12589,9/15/17 15:18,,,,,,
495,4,4,5,6,10655,9/15/17 15:18,,,,,,
496,7,0,8,7,86951,9/15/17 13:43,,,,,,
496,1,1,4,8,50267,9/15/17 13:44,,,,,,
496,1,2,2,3,8493,9/15/17 13:44,,,,,,
496,5,3,7,5,236601,9/15/17 13:48,,,,,,
496,0,4,6,1,7744,9/15/17 13:48,,,,,,
497,4,0,6,8,29943,9/15/17 16:16,,,,,,
497,5,1,5,9,13028,9/15/17 16:16,,,,,,
497,4,2,4,4,4673,9/15/17 16:16,,,,,,
497,3,3,10,1,7416,9/15/17 16:16,,,,,,
497,3,4,1,5,4277,9/15/17 16:16,,,,,,
498,8,0,10,6,30461,9/15/17 16:06,,,,,,
498,5,1,7,4,20397,9/15/17 16:07,,,,,,
498,2,2,5,2,8439,9/15/17 16:07,,,,,,
498,4,3,3,9,7206,9/15/17 16:07,,,,,,
498,0,4,1,1,10550,9/15/17 16:07,,,,,,
499,4,0,7,4,34143,9/15/17 14:24,,,,,,
499,6,1,2,6,30174,9/15/17 14:24,,,,,,
499,1,2,9,9,11856,9/15/17 14:25,,,,,,
499,6,3,3,8,16236,9/15/17 14:25,,,,,,
499,4,4,5,7,8860,9/15/17 14:25,,,,,,
500,8,0,9,3,41824,9/15/17 16:07,,,,,,
500,7,1,10,9,19136,9/15/17 16:07,,,,,,
500,7,2,6,4,11996,9/15/17 16:08,,,,,,
500,8,3,1,8,15197,9/15/17 16:08,,,,,,
500,7,4,7,10,15966,9/15/17 16:08,,,,,,
501,8,0,1,7,22096,9/15/17 17:23,,,,,,
501,0,1,9,8,7370,9/15/17 17:23,,,,,,
501,8,2,2,9,13632,9/15/17 17:23,,,,,,
501,0,3,8,3,5002,9/15/17 17:24,,,,,,
501,0,4,6,10,7260,9/15/17 17:24,,,,,,
502,4,0,3,2,50091,9/15/17 16:22,,,,,,
502,4,1,7,7,20024,9/15/17 16:22,,,,,,
502,4,2,4,5,16164,9/15/17 16:22,,,,,,
502,4,3,1,9,12452,9/15/17 16:22,,,,,,
502,4,4,6,8,11901,9/15/17 16:23,,,,,,
503,3,0,9,2,42165,9/15/17 16:19,,,,,,
503,3,1,6,6,12573,9/15/17 16:19,,,,,,
503,3,2,10,9,10714,9/15/17 16:19,,,,,,
503,3,3,5,7,6877,9/15/17 16:19,,,,,,
503,5,4,1,1,9900,9/15/17 16:19,,,,,,
504,6,0,2,3,52323,9/15/17 17:02,,,,,,
504,5,1,3,6,22382,9/15/17 17:03,,,,,,
504,8,2,8,10,11228,9/15/17 17:03,,,,,,
504,8,3,1,9,10333,9/15/17 17:03,,,,,,
504,1,4,4,1,6396,9/15/17 17:03,,,,,,
505,0,0,4,9,41434,9/15/17 15:11,,,,,,
505,3,1,3,7,75849,9/15/17 15:13,,,,,,
505,6,2,9,4,27493,9/15/17 15:13,,,,,,
505,6,3,7,10,11491,9/15/17 15:13,,,,,,
505,2,4,5,1,8583,9/15/17 15:13,,,,,,
506,0,0,10,8,46782,9/15/17 16:57,,,,,,
506,8,1,1,10,13324,9/15/17 16:57,,,,,,
506,6,2,5,6,454550,9/15/17 17:04,,,,,,
506,4,3,3,3,24067,9/15/17 17:05,,,,,,
506,1,4,9,5,38811,9/15/17 17:06,,,,,,
507,6,0,1,5,32507,9/15/17 17:15,,,,,,
507,6,1,2,9,9399,9/15/17 17:15,,,,,,
507,3,2,4,3,6692,9/15/17 17:15,,,,,,
507,7,3,8,6,12309,9/15/17 17:15,,,,,,
507,0,4,10,8,9580,9/15/17 17:15,,,,,,
508,1,0,1,10,25167,9/15/17 14:20,,,,,,
508,3,1,2,3,24127,9/15/17 14:20,,,,,,
508,4,4,5,7,151052,9/15/17 14:34,,,,,,
509,8,0,7,10,61447,9/15/17 15:13,,,,,,
509,6,1,5,7,36650,9/15/17 15:14,,,,,,
509,4,2,1,6,18269,9/15/17 15:14,,,,,,
509,6,3,8,5,8973,9/15/17 15:14,,,,,,
509,2,4,10,1,7184,9/15/17 15:14,,,,,,
510,1,0,10,3,32092,9/15/17 17:26,,,,,,
510,7,1,1,6,14281,9/15/17 17:27,,,,,,
510,3,2,3,2,18576,9/15/17 17:27,,,,,,
510,2,3,6,7,9767,9/15/17 17:27,,,,,,
510,2,4,4,8,6094,9/15/17 17:27,,,,,,
511,2,0,5,4,59241,9/15/17 14:18,,,,,,
511,4,1,6,9,24979,9/15/17 14:19,,,,,,
511,4,2,7,7,14596,9/15/17 14:19,,,,,,
511,3,3,9,5,11292,9/15/17 14:19,,,,,,
511,4,4,3,6,9147,9/15/17 14:19,,,,,,
512,0,0,9,4,34008,9/15/17 14:54,,,,,,
512,4,1,1,1,9544,9/15/17 14:54,,,,,,
512,8,2,6,10,17961,9/15/17 14:54,,,,,,
512,3,3,3,6,11158,9/15/17 14:54,,,,,,
512,3,4,7,2,10590,9/15/17 14:54,,,,,,
513,0,0,8,3,30581,9/15/17 17:17,,,,,,
513,2,1,4,1,27724,9/15/17 17:17,,,,,,
513,1,2,6,2,13132,9/15/17 17:17,,,,,,
513,8,3,5,10,8480,9/15/17 17:17,,,,,,
513,7,4,1,7,27811,9/15/17 17:18,,,,,,
514,5,0,10,3,136612,9/15/17 15:57,,,,,,
514,6,1,2,4,25510,9/15/17 15:58,,,,,,
514,2,2,9,8,3393,9/15/17 15:58,,,,,,
514,4,3,7,6,80954,9/15/17 15:59,,,,,,
514,6,4,8,5,3957,9/15/17 15:59,,,,,,
515,1,0,9,8,50655,9/15/17 13:58,,,,,,
515,1,1,5,6,34472,9/15/17 13:58,,,,,,
515,1,2,7,2,19071,9/15/17 13:59,,,,,,
515,1,3,8,3,10056,9/15/17 13:59,,,,,,
515,1,4,2,5,11406,9/15/17 13:59,,,,,,
516,6,0,5,1,31362,9/15/17 15:00,,,,,,
516,2,1,2,5,14334,9/15/17 15:00,,,,,,
516,0,2,1,10,6494,9/15/17 15:00,,,,,,
516,7,3,7,8,7344,9/15/17 15:00,,,,,,
516,3,4,3,3,16623,9/15/17 15:00,,,,,,
517,2,0,7,4,47791,9/15/17 13:54,,,,,,
517,4,1,9,8,17487,9/15/17 13:54,,,,,,
517,1,2,6,2,6870,9/15/17 13:54,,,,,,
517,3,3,5,3,11089,9/15/17 13:54,,,,,,
517,5,4,3,5,10622,9/15/17 13:54,,,,,,
518,0,0,6,2,64402,9/15/17 14:21,,,,,,
518,0,1,7,5,26538,9/15/17 14:22,,,,,,
518,8,2,5,10,19577,9/15/17 14:22,,,,,,
518,0,3,10,7,13213,9/15/17 14:23,,,,,,
518,0,4,3,6,11829,9/15/17 14:23,,,,,,
519,1,0,6,2,30068,9/15/17 16:18,,,,,,
519,1,1,9,6,14036,9/15/17 16:18,,,,,,
519,1,2,1,7,12629,9/15/17 16:18,,,,,,
519,1,3,3,10,7782,9/15/17 16:18,,,,,,
519,1,4,2,3,8218,9/15/17 16:18,,,,,,
520,4,0,7,1,23277,9/15/17 16:00,,,,,,
520,4,1,9,2,10956,9/15/17 16:00,,,,,,
520,4,2,2,3,5433,9/15/17 16:00,,,,,,
520,4,3,8,4,2633,9/15/17 16:00,,,,,,
520,8,4,10,10,5593,9/15/17 16:00,,,,,,
521,8,0,8,9,44921,9/15/17 13:35,,,,,,
521,6,1,9,5,42675,9/15/17 13:35,,,,,,
521,4,2,2,6,40996,9/15/17 13:36,,,,,,
521,4,3,7,8,13886,9/15/17 13:36,,,,,,
521,4,4,6,1,13654,9/15/17 13:37,,,,,,
522,5,0,2,4,28748,9/15/17 13:58,,,,,,
522,2,1,5,2,12768,9/15/17 13:59,,,,,,
522,0,2,10,7,10532,9/15/17 13:59,,,,,,
522,6,3,6,8,12756,9/15/17 13:59,,,,,,
522,5,4,4,6,12237,9/15/17 13:59,,,,,,
523,7,0,7,3,15540,9/15/17 14:15,,,,,,
523,1,1,5,2,12123,9/15/17 14:15,,,,,,
523,0,2,10,6,11316,9/15/17 14:15,,,,,,
523,1,3,8,4,5094,9/15/17 14:15,,,,,,
523,8,4,1,9,3347,9/15/17 14:16,,,,,,
524,6,0,6,7,29177,9/15/17 16:34,,,,,,
524,5,1,2,1,15341,9/15/17 16:34,,,,,,
524,0,2,10,8,15518,9/15/17 16:34,,,,,,
524,3,3,8,3,11188,9/15/17 16:34,,,,,,
524,4,4,5,4,10286,9/15/17 16:35,,,,,,
525,8,0,1,10,32871,9/15/17 15:31,,,,,,
525,2,1,3,3,40491,9/15/17 15:31,,,,,,
525,4,2,5,7,19736,9/15/17 15:32,,,,,,
525,1,3,6,4,17941,9/15/17 15:32,,,,,,
525,0,4,10,2,10977,9/15/17 15:32,,,,,,
526,5,0,1,9,361934,9/15/17 14:10,,,,,,
526,4,1,7,4,2134,9/15/17 14:10,,,,,,
526,7,2,2,1,1725,9/15/17 14:10,,,,,,
526,2,3,9,6,1469,9/15/17 14:10,,,,,,
526,4,4,4,7,1420,9/15/17 14:10,,,,,,
527,6,0,2,5,15542,9/15/17 14:42,,,,,,
527,4,1,4,10,3854,9/15/17 14:42,,,,,,
527,6,2,6,6,32015,9/15/17 14:43,,,,,,
527,4,3,1,1,4787,9/15/17 14:43,,,,,,
527,4,4,5,9,12120,9/15/17 14:43,,,,,,
528,2,0,5,1,51568,9/15/17 16:00,,,,,,
528,2,1,7,3,28316,9/15/17 16:00,,,,,,
528,2,2,3,2,15737,9/15/17 16:00,,,,,,
528,0,3,10,8,32545,9/15/17 16:01,,,,,,
528,7,4,1,4,18368,9/15/17 16:01,,,,,,
529,5,0,8,5,18793,9/15/17 16:39,,,,,,
529,5,1,9,6,3292,9/15/17 16:39,,,,,,
529,6,2,4,2,2228,9/15/17 16:39,,,,,,
529,4,3,10,4,5002,9/15/17 16:39,,,,,,
529,1,4,3,10,2644,9/15/17 16:40,,,,,,
530,0,0,2,8,42015,9/15/17 14:42,,,,,,
530,8,1,4,10,16314,9/15/17 14:43,,,,,,
530,0,2,1,4,12888,9/15/17 14:43,,,,,,
530,0,3,5,7,18506,9/15/17 14:43,,,,,,
530,0,4,9,5,17001,9/15/17 14:43,,,,,,
531,4,0,8,3,28865,9/15/17 15:07,,,,,,
531,4,1,5,8,4267,9/15/17 15:07,,,,,,
531,4,2,4,2,4105,9/15/17 15:07,,,,,,
531,4,3,6,10,3247,9/15/17 15:07,,,,,,
531,4,4,3,1,2246,9/15/17 15:08,,,,,,
532,5,0,3,4,27254,9/15/17 14:32,,,,,,
532,5,1,9,9,11833,9/15/17 14:32,,,,,,
532,5,2,2,7,7208,9/15/17 14:33,,,,,,
532,7,3,5,10,10220,9/15/17 14:33,,,,,,
532,1,4,10,2,5123,9/15/17 14:33,,,,,,
533,5,0,7,5,13690,9/15/17 15:25,,,,,,
533,5,1,5,9,6459,9/15/17 15:25,,,,,,
533,3,2,8,1,5300,9/15/17 15:25,,,,,,
533,4,3,3,4,2888,9/15/17 15:25,,,,,,
533,6,4,1,7,5935,9/15/17 15:26,,,,,,
534,5,0,7,9,285303,9/15/17 14:54,,,,,,
534,5,1,9,8,13185,9/15/17 14:54,,,,,,
534,5,2,4,1,11165,9/15/17 14:54,,,,,,
534,0,3,1,3,5258,9/15/17 14:54,,,,,,
534,4,4,5,6,7222,9/15/17 14:54,,,,,,
535,0,0,5,2,26236,9/15/17 13:38,,,,,,
535,0,1,2,3,20036,9/15/17 13:38,,,,,,
535,0,2,7,5,16147,9/15/17 13:39,,,,,,
535,0,3,10,4,7203,9/15/17 13:39,,,,,,
535,0,4,8,9,6442,9/15/17 13:39,,,,,,
536,1,0,5,2,57997,9/15/17 14:37,,,,,,
536,4,1,4,4,15550,9/15/17 14:37,,,,,,
536,0,2,10,8,8012,9/15/17 14:37,,,,,,
536,8,3,6,10,11676,9/15/17 14:38,,,,,,
536,6,4,2,5,14523,9/15/17 14:38,,,,,,
537,8,0,8,2,42869,9/15/17 14:01,,,,,,
537,8,1,10,6,17695,9/15/17 14:01,,,,,,
537,7,2,4,4,9880,9/15/17 14:01,,,,,,
537,7,3,6,7,14885,9/15/17 14:01,,,,,,
537,7,4,3,8,11228,9/15/17 14:01,,,,,,
538,0,0,8,5,16143,9/15/17 17:18,,,,,,
538,8,1,1,9,4592,9/15/17 17:18,,,,,,
538,1,2,2,1,4726,9/15/17 17:18,,,,,,
538,4,3,3,2,3292,9/15/17 17:18,,,,,,
538,2,4,9,8,2875,9/15/17 17:18,,,,,,
539,5,0,9,2,107299,9/15/17 16:24,,,,,,
539,7,1,4,9,6880,9/15/17 16:24,,,,,,
539,8,2,2,8,4771,9/15/17 16:24,,,,,,
539,3,3,5,4,4195,9/15/17 16:24,,,,,,
539,5,4,3,5,3952,9/15/17 16:25,,,,,,
540,1,0,10,4,28467,9/15/17 16:01,,,,,,
540,5,1,8,7,14645,9/15/17 16:01,,,,,,
540,5,2,6,8,10413,9/15/17 16:01,,,,,,
540,5,3,1,9,8013,9/15/17 16:02,,,,,,
540,5,4,3,5,8593,9/15/17 16:02,,,,,,
541,8,0,9,10,29550,9/15/17 15:19,,,,,,
541,5,1,6,7,92043,9/15/17 15:21,,,,,,
541,8,2,1,6,12477,9/15/17 15:21,,,,,,
541,1,3,4,2,12770,9/15/17 15:21,,,,,,
541,4,4,3,3,11238,9/15/17 15:22,,,,,,
542,3,0,8,4,36744,9/15/17 14:53,,,,,,
542,6,1,6,10,7201,9/15/17 14:53,,,,,,
542,5,2,1,1,12648,9/15/17 14:53,,,,,,
542,2,3,10,5,5853,9/15/17 14:53,,,,,,
542,1,4,7,2,9763,9/15/17 14:53,,,,,,
543,0,0,4,2,33903,9/15/17 17:13,,,,,,
543,0,1,9,8,12972,9/15/17 17:14,,,,,,
543,0,2,10,4,7764,9/15/17 17:14,,,,,,
543,0,3,6,1,8773,9/15/17 17:14,,,,,,
543,0,4,7,5,11647,9/15/17 17:14,,,,,,
544,4,0,5,3,44367,9/15/17 15:06,,,,,,
544,4,1,6,1,24310,9/15/17 15:07,,,,,,
544,4,2,1,4,12895,9/15/17 15:07,,,,,,
544,4,3,2,6,14294,9/15/17 15:07,,,,,,
544,4,4,4,5,10361,9/15/17 15:07,,,,,,
545,2,0,8,2,49831,9/15/17 14:06,,,,,,
545,2,1,5,3,18029,9/15/17 14:06,,,,,,
545,0,2,10,5,11023,9/15/17 14:07,,,,,,
545,6,3,4,4,14218,9/15/17 14:07,,,,,,
545,4,4,2,1,10620,9/15/17 14:07,,,,,,
546,7,0,3,5,88957,9/15/17 16:16,,,,,,
546,2,1,8,4,28917,9/15/17 16:16,,,,,,
546,0,2,5,1,23434,9/15/17 16:17,,,,,,
546,0,3,9,7,75468,9/15/17 16:18,,,,,,
546,7,4,4,6,69449,9/15/17 16:19,,,,,,
547,4,0,1,6,35270,9/15/17 13:38,,,,,,
547,4,1,7,7,11997,9/15/17 13:38,,,,,,
547,5,2,9,5,26968,9/15/17 13:38,,,,,,
547,3,3,6,10,28081,9/15/17 13:39,,,,,,
547,4,4,5,1,11294,9/15/17 13:39,,,,,,
548,7,0,3,10,35565,9/15/17 15:20,,,,,,
548,8,1,8,7,25682,9/15/17 15:21,,,,,,
548,6,2,10,2,24419,9/15/17 15:21,,,,,,
548,1,3,1,9,98045,9/15/17 15:23,,,,,,
548,1,4,2,5,5043,9/15/17 15:23,,,,,,
549,5,0,8,8,34131,9/15/17 13:46,,,,,,
549,5,1,7,7,17596,9/15/17 13:47,,,,,,
549,7,2,10,4,9423,9/15/17 13:47,,,,,,
549,7,3,6,10,15774,9/15/17 13:47,,,,,,
549,7,4,9,9,6132,9/15/17 13:47,,,,,,
550,6,0,5,7,32038,9/15/17 15:53,,,,,,
550,1,1,6,1,16328,9/15/17 15:54,,,,,,
550,1,2,10,2,42386,9/15/17 15:54,,,,,,
550,2,3,9,3,6306,9/15/17 15:55,,,,,,
550,4,4,8,5,6005,9/15/17 15:55,,,,,,
551,1,0,8,2,57513,9/15/17 14:05,,,,,,
551,5,1,1,4,29396,9/15/17 14:05,,,,,,
551,1,2,10,10,15149,9/15/17 14:06,,,,,,
551,1,3,7,1,8025,9/15/17 14:06,,,,,,
551,6,4,3,5,9568,9/15/17 14:06,,,,,,
552,5,0,8,8,18308,9/15/17 16:44,,,,,,
552,6,1,1,2,8767,9/15/17 16:44,,,,,,
552,4,2,7,7,8785,9/15/17 16:45,,,,,,
552,4,3,9,9,10125,9/15/17 16:45,,,,,,
552,8,4,3,10,7421,9/15/17 16:45,,,,,,
553,1,0,10,8,42229,9/15/17 16:14,,,,,,
553,3,1,5,3,32898,9/15/17 16:15,,,,,,
553,3,2,4,4,27728,9/15/17 16:15,,,,,,
553,3,3,8,7,21235,9/15/17 16:16,,,,,,
553,3,4,2,2,12704,9/15/17 16:16,,,,,,
554,4,0,4,6,49023,9/15/17 17:30,,,,,,
554,4,1,6,4,27123,9/15/17 17:31,,,,,,
554,1,2,3,8,9061,9/15/17 17:31,,,,,,
554,3,3,5,1,9669,9/15/17 17:31,,,,,,
554,0,4,1,2,5564,9/15/17 17:31,,,,,,
555,2,0,1,2,27330,9/15/17 17:16,,,,,,
555,1,1,9,6,18944,9/15/17 17:16,,,,,,
555,2,2,3,3,7137,9/15/17 17:16,,,,,,
555,2,3,4,7,5343,9/15/17 17:16,,,,,,
555,0,4,8,4,6053,9/15/17 17:17,,,,,,
556,1,0,8,5,37025,9/15/17 14:26,,,,,,
556,1,1,5,7,24354,9/15/17 14:26,,,,,,
556,1,2,9,3,9673,9/15/17 14:27,,,,,,
556,1,3,7,1,9382,9/15/17 14:27,,,,,,
556,6,4,2,9,14707,9/15/17 14:27,,,,,,
557,1,0,9,5,19052,9/15/17 15:53,,,,,,
557,4,1,8,8,10116,9/15/17 15:53,,,,,,
557,1,2,7,1,17811,9/15/17 15:53,,,,,,
557,4,3,6,3,7830,9/15/17 15:53,,,,,,
557,7,4,1,9,13681,9/15/17 15:53,,,,,,
558,8,0,4,10,29083,9/15/17 14:09,,,,,,
558,4,1,8,7,19540,9/15/17 14:09,,,,,,
558,6,2,9,8,9332,9/15/17 14:09,,,,,,
558,2,3,7,3,10704,9/15/17 14:09,,,,,,
558,0,4,6,2,8056,9/15/17 14:09,,,,,,
559,8,0,3,5,26157,9/15/17 15:27,,,,,,
559,8,1,9,6,13456,9/15/17 15:27,,,,,,
559,0,2,10,7,10371,9/15/17 15:28,,,,,,
559,4,3,5,4,6176,9/15/17 15:28,,,,,,
559,6,4,2,2,5739,9/15/17 15:28,,,,,,
560,8,0,8,10,34794,9/15/17 15:10,,,,,,
560,4,1,7,2,15555,9/15/17 15:10,,,,,,
560,5,2,9,6,20409,9/15/17 15:11,,,,,,
560,4,3,2,3,10174,9/15/17 15:11,,,,,,
560,6,4,4,8,11496,9/15/17 15:11,,,,,,
561,8,0,6,7,322063,9/15/17 14:28,,,,,,
561,8,1,1,2,28422,9/15/17 14:28,,,,,,
561,8,2,8,9,24768,9/15/17 14:29,,,,,,
561,8,3,10,6,15586,9/15/17 14:29,,,,,,
561,8,4,2,5,11801,9/15/17 14:29,,,,,,
562,0,0,10,10,36499,9/15/17 13:41,,,,,,
562,4,1,1,2,15428,9/15/17 13:41,,,,,,
562,4,2,5,5,4983,9/15/17 13:41,,,,,,
562,4,3,9,8,16815,9/15/17 13:41,,,,,,
562,4,4,7,9,9279,9/15/17 13:42,,,,,,
563,4,0,4,8,19149,9/15/17 14:26,,,,,,
563,4,1,8,10,10230,9/15/17 14:26,,,,,,
563,4,2,5,3,2939,9/15/17 14:26,,,,,,
563,4,3,1,9,4115,9/15/17 14:26,,,,,,
563,4,4,6,4,2805,9/15/17 14:26,,,,,,
564,2,0,6,1,19587,9/15/17 15:29,,,,,,
564,7,1,1,10,7096,9/15/17 15:29,,,,,,
564,0,2,10,9,7740,9/15/17 15:29,,,,,,
564,7,3,2,6,5651,9/15/17 15:29,,,,,,
564,4,4,7,2,6165,9/15/17 15:29,,,,,,
565,4,0,9,4,34992,9/15/17 14:37,,,,,,
565,4,1,1,2,18842,9/15/17 14:37,,,,,,
565,4,2,2,3,6780,9/15/17 14:37,,,,,,
565,4,3,3,8,8342,9/15/17 14:38,,,,,,
565,4,4,4,7,8034,9/15/17 14:38,,,,,,
566,7,0,9,9,21867,9/15/17 14:59,,,,,,
566,6,1,8,4,6662,9/15/17 14:59,,,,,,
566,4,2,7,10,8925,9/15/17 14:59,,,,,,
566,3,3,5,1,7387,9/15/17 15:00,,,,,,
566,1,4,3,6,9050,9/15/17 15:00,,,,,,
567,0,0,10,4,27672,9/15/17 14:13,,,,,,
567,2,1,9,2,9846,9/15/17 14:13,,,,,,
567,6,2,4,7,5725,9/15/17 14:14,,,,,,
567,7,3,5,10,10337,9/15/17 14:14,,,,,,
567,6,4,3,5,8614,9/15/17 14:14,,,,,,
568,0,0,5,5,36520,9/15/17 16:30,,,,,,
568,-1,1,4,8,19479,9/15/17 16:31,,,,,,
568,0,2,7,9,11996,9/15/17 16:31,,,,,,
568,0,3,3,10,10502,9/15/17 16:31,,,,,,
568,0,4,2,1,16530,9/15/17 16:32,,,,,,
569,1,0,7,2,15860,9/15/17 15:06,,,,,,
569,1,1,6,8,8065,9/15/17 15:06,,,,,,
569,2,2,4,7,4183,9/15/17 15:07,,,,,,
569,4,3,3,10,3842,9/15/17 15:07,,,,,,
569,8,4,1,5,6139,9/15/17 15:07,,,,,,
570,2,0,1,7,29112,9/15/17 14:22,,,,,,
570,2,1,4,3,13040,9/15/17 14:22,,,,,,
570,2,2,9,10,18650,9/15/17 14:23,,,,,,
570,0,3,10,8,10533,9/15/17 14:23,,,,,,
570,2,4,2,4,7434,9/15/17 14:23,,,,,,
571,8,0,2,9,42248,9/15/17 13:59,,,,,,
571,8,1,8,5,14214,9/15/17 13:59,,,,,,
571,5,2,9,1,8698,9/15/17 13:59,,,,,,
571,6,3,4,4,19616,9/15/17 14:00,,,,,,
571,6,4,1,2,9322,9/15/17 14:00,,,,,,
572,5,0,8,8,33038,9/15/17 15:22,,,,,,
572,5,1,6,9,12582,9/15/17 15:22,,,,,,
572,6,2,1,3,42163,9/15/17 15:23,,,,,,
572,4,3,7,10,10978,9/15/17 15:23,,,,,,
572,1,4,10,4,7395,9/15/17 15:23,,,,,,
573,6,0,7,7,76235,9/15/17 14:16,,,,,,
573,2,1,3,5,26888,9/15/17 14:17,,,,,,
573,6,2,8,8,20566,9/15/17 14:17,,,,,,
573,6,3,9,6,65609,9/15/17 14:18,,,,,,
573,3,4,10,4,62075,9/15/17 14:19,,,,,,
574,5,0,3,5,43944,9/15/17 14:54,,,,,,
574,1,1,7,1,21054,9/15/17 14:54,,,,,,
574,3,2,4,3,223504,9/15/17 14:58,,,,,,
574,7,3,2,10,21794,9/15/17 14:58,,,,,,
574,5,4,5,8,22157,9/15/17 14:59,,,,,,
575,5,0,8,4,43221,9/15/17 15:35,,,,,,
575,8,1,2,1,16677,9/15/17 15:36,,,,,,
575,3,2,9,7,13267,9/15/17 15:36,,,,,,
575,5,3,7,6,8264,9/15/17 15:36,,,,,,
575,7,4,6,9,6770,9/15/17 15:36,,,,,,
576,0,0,10,7,61750,9/15/17 14:00,,,,,,
576,1,1,9,1,26762,9/15/17 14:00,,,,,,
576,5,2,1,2,24265,9/15/17 14:00,,,,,,
576,5,3,3,4,20046,9/15/17 14:01,,,,,,
576,2,4,6,3,11552,9/15/17 14:01,,,,,,
577,2,0,8,4,37531,9/15/17 15:44,,,,,,
577,2,1,4,5,26963,9/15/17 15:45,,,,,,
577,6,2,2,8,11994,9/15/17 15:45,,,,,,
577,3,3,5,9,11878,9/15/17 15:45,,,,,,
577,8,4,1,3,11269,9/15/17 15:46,,,,,,
578,0,0,4,3,53417,9/15/17 15:47,,,,,,
578,0,1,7,8,26730,9/15/17 15:48,,,,,,
578,0,2,1,4,23050,9/15/17 15:48,,,,,,
578,0,3,5,2,10339,9/15/17 15:48,,,,,,
578,0,4,2,5,37891,9/15/17 15:49,,,,,,
579,8,0,8,1,40469,9/15/17 16:02,,,,,,
579,5,1,10,7,19921,9/15/17 16:03,,,,,,
579,4,2,6,8,11786,9/15/17 16:03,,,,,,
579,8,3,5,3,15902,9/15/17 16:03,,,,,,
579,4,4,9,9,7239,9/15/17 16:03,,,,,,
580,0,0,7,1,70929,9/15/17 16:55,,,,,,
580,0,1,1,5,27264,9/15/17 16:55,,,,,,
580,0,2,2,4,18224,9/15/17 16:56,,,,,,
580,0,3,10,2,10539,9/15/17 16:56,,,,,,
580,0,4,8,8,10705,9/15/17 16:56,,,,,,
581,3,0,8,6,22401,9/15/17 13:37,,,,,,
581,6,1,3,4,8424,9/15/17 13:37,,,,,,
581,7,2,2,3,6756,9/15/17 13:37,,,,,,
581,3,3,6,7,8115,9/15/17 13:37,,,,,,
581,6,4,1,2,5402,9/15/17 13:37,,,,,,
582,2,0,8,4,26501,9/15/17 16:47,,,,,,
582,7,1,4,10,16529,9/15/17 16:47,,,,,,
582,3,2,6,6,13180,9/15/17 16:47,,,,,,
582,1,3,7,9,7098,9/15/17 16:47,,,,,,
582,1,4,9,8,7239,9/15/17 16:48,,,,,,
583,5,0,7,6,20914,9/15/17 14:46,,,,,,
583,5,1,3,3,11716,9/15/17 14:46,,,,,,
583,3,2,6,1,11890,9/15/17 14:47,,,,,,
583,4,3,4,4,5797,9/15/17 14:47,,,,,,
583,7,4,1,7,4928,9/15/17 14:47,,,,,,
584,5,0,4,3,33817,9/15/17 15:28,,,,,,
584,5,1,3,4,19958,9/15/17 15:28,,,,,,
584,5,2,8,2,9979,9/15/17 15:28,,,,,,
584,5,3,10,9,9498,9/15/17 15:29,,,,,,
584,5,4,2,8,8829,9/15/17 15:29,,,,,,
585,4,0,7,6,38832,9/15/17 14:53,,,,,,
585,5,1,6,7,22538,9/15/17 14:54,,,,,,
585,7,2,3,1,10049,9/15/17 14:54,,,,,,
585,1,3,10,10,22645,9/15/17 14:54,,,,,,
585,2,4,5,2,16462,9/15/17 14:54,,,,,,
586,5,0,2,2,4572,9/15/17 16:02,,,,,,
586,6,1,7,5,2954,9/15/17 16:02,,,,,,
586,4,2,6,1,2436,9/15/17 16:02,,,,,,
